ARQUIVO DE REFERENCIA
AMOSTRA: Si Photodiode S-series 
Usuário: Paulo Henrique Diniz
Tipo: Normalizada
EixoY(0-1)	Comprimento de onda(nm)
0.0182703076534009 204.751353
0.0203313084602535 212.665313
0.0225626256943835 220.579274
0.0247956632964659 228.493235
0.0273710541210554 236.407195
0.030975224981119 244.321156
0.0363668581436198 251.575619
0.0429937154958703 260.149077
0.050719887969639 268.063037
0.0594765608468339 275.976998
0.0682332337240289 283.890958
0.0773322598237311 291.804919
0.0845010330809554 299.718879
0.0899528791217866 303.83306
0.0972489596074809 310.270827
0.105489522098987 318.184787
0.113902121385722 326.098748
0.12214440424518 334.012708
0.130384966736686 341.926669
0.136253141821973 349.023932
0.140280523198302 354.457106
0.14446445805829 361.71157
0.147382202105386 369.625531
0.150644019742943 377.539491
0.155108374579155 385.453452
0.163178620643383 393.367412
0.172191628345471 400.134928
0.181149584273084 404.990926
0.192022309731605 409.195333
0.203524689860667 413.81181
0.215200827152911 417.768791
0.226188817264237 421.725771
0.238207307778988 425.682751
0.250225798293739 429.639731
0.262586642030998 433.596712
0.274949206136208 437.553692
0.285937196247533 441.510672
0.299574553005397 446.032581
0.313836403329944 451.403123
0.324654077013992 456.334
0.336448919694944 460.504178
0.347922053568817 465.59765
0.358906602944238 471.188024
0.371988280853509 477.123495
0.385432956400715 483.058965
0.398051855330818 488.334939
0.410242382640799 492.951416
0.423363629012973 497.850357
0.438227608120825 502.34157
0.451388422955902 505.902852
0.466654968164591 510.475185
0.482523642156584 514.714807
0.497872765026984 518.539888
0.51303952889444 521.969271
0.527334066210081 525.266755
0.538666129911865 527.904741
0.551371047239584 530.762561
0.56530258691729 533.77758
0.575752101859546 536.478199
0.590457807115786 540.372547
0.605008679256319 544.919757
0.618675282269372 550.547462
0.633852368344542 555.497005
0.644771543737775 562.19857
0.654386680223166 570.112531
0.66394332419818 578.026491
0.671039842001407 585.940452
0.679258039709533 593.854413
0.688845650307688 600.322875
0.696530533950601 605.08167
0.705036033106761 609.682334
0.715851986422856 616.607049
0.726153549721215 621.223526
0.736455113019573 628.148242
0.746558834003417 633.612111
0.755045409112101 638.573685
0.761591409170593 643.466425
0.761591409170593 643.466425
0.771234071543222 648.780536
0.781437573868299 655.187607
0.790280265143109 661.123077
0.800323773248622 667.718044
0.810625336546981 675.236307
0.817837119003012 681.567475
0.8268501267051 688.162442
0.837065671605843 696.076403
0.847219283260304 702.67137
0.858539304386422 709.423537
0.869467081619417 716.520801
0.879988852015669 724.434761
0.888915841320142 731.689225
0.899332669271304 738.943689
0.907459687477958 745.868405
0.917417177185857 754.77161
0.918619714384513 762.685571
0.922053568817299 770.599531
0.923082348852773 778.513492
0.924971312864396 786.427452
0.927204350466478 794.341413
0.930808521326541 802.255373
0.935272876162754 810.169334
0.940595694607163 818.083294
0.946260866274079 825.997255
0.952270111531454 833.911215
0.957937003566323 841.825176
0.962203516088021 849.644923
0.970504291457857 858.048795
0.979054520180776 865.567058
0.987811193057971 873.481018
0.99536532873651 881.394979
1 889.308939
0.999657646777493 897.882396
0.992755530552875 902.894571
0.987811193057971 909.753337
0.976685573510462 916.348304
0.964632675636665 922.283775
0.951755721513718 927.559748
0.93887876739077 932.835722
0.926259868460666 938.111696
0.91398332275307 942.728173
0.903191454588307 947.627114
0.891711439242625 952.177858
0.879386723232365 956.577604
0.868959573073489 961.036881
0.859287664445672 965.622662
0.848616222037569 969.635639
0.835090689196606 975.043512
0.822299753471273 979.659989
0.810281262956521 983.616969
0.79702754825202 986.782553
0.783498574675152 990.651601
0.770860751697573 993.37752
0.758823337135347 997.120772
0.744953730703923 998.785393
0.731627760545426 1001.555279
0.719492285009918 1003.629764
0.707974421569285 1004.984662
0.697805326603254 1006.896552
0.683249293358864 1008.363444
0.668980561562507 1009.996837
0.655049021884801 1012.634824
0.633028312095391 1015.009012
0.618331208678912 1016.591805
0.604853846140613 1017.910798
0.591204446807083 1019.669456
0.577555047473554 1021.53803
0.562359037350909 1022.857023
0.548625339987717 1024.505765
0.534031458648376 1025.824758
0.515358584894137 1028.792494
0.500207304338252 1029.781739
0.486815960197567 1031.100732
0.475827970086242 1032.419726
0.462178570752713 1033.738719
0.445747336440318 1036.112907
0.430157362056597 1037.695699
0.416593981120682 1039.014693
0.401451302404558 1041.388881
0.386205401611297 1042.971673
0.372556002277767 1044.290666
0.360205480748222 1046.614253
0.345926426744152 1048.247647
0.3285163030669 1050.885633
0.314918514771939 1052.204627
0.303586451070155 1055.446114
0.288082495084049 1057.952201
0.277696633756028 1059.239259
0.261041751609834 1061.437581
0.245589406662297 1064.075568
0.230909506925341 1066.713555
0.215457161977804 1069.351541
0.2007789826088 1071.989528
0.185841027679 1074.627515
0.171109516903475 1077.793099
0.158198155421482 1079.903489
0.14412038446783 1082.541476
0.130729040327145 1085.179462
0.117852086204197 1087.817449
0.102914131274397 1090.455436
0.0874617863268596 1093.093423
0.0724223296878737 1096.259007
0.0568151516246295 1099.028893
